web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,
"1556485398-7589","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@BrexitParadise","Brexit Paradise EX TORY VOTER #FBPE","That isn't the point Piers. Trump is right. Our knife crime is out of control by our standards. Let's not make it acceptable just because it is less than American gun crime deaths. It is a 'bloody war zone' and we need to deal with it. ASAP. The odd policeman or two might help?","23","5","183","1525473212000","3:33 PM - 4 May 2018","/BrexitParadise/status/992532705832292352","null"
"1556485398-7637","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@business","Bloomberg","Donald Trump embraces the NRA, abandoning a flirtation with gun control https://bloom.bg/2KAPqvJ pic.twitter.com/EuEDBwbj7g","5","18","21","1525433781000","4:36 AM - 4 May 2018","/business/status/992367321262981126","null"
"1556485398-7651","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@SavingAmerica4U","Saving America","But yet, the mayor came up with $100K to bus students to a gun control march. Balance your budget, get your priorities straight. Heat and a/c come before making innocent kids your political puppets. https://twitter.com/WMAR2News/status/992084754810986498 …","1","17","33","1525402112000","7:48 PM - 3 May 2018","/SavingAmerica4U/status/992234492621357056","null"
"1556485398-7285","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Stuthefarmer","Stuart Somerville","If gun control legislation does little, if anything, to stop gun crime (not an unreasonable point) why have any laws at all? 

I mean, murder and theft are both criminal acts, but murders and thefts continue whether the law treats them harshly or not.","3","2","6","1525883726000","9:35 AM - 9 May 2018","/Stuthefarmer/status/994254527351046144","null"
"1556485398-7751","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@maydaymindy9","Mayday Mindy  🌊","Hey Richard
Welcome to the #TheResistance2018 and the @TheDemocrats Party...
 Questions:
Please Post / Tweet your views & position on:
1.) Healthcare
2.) Gun Control
3.) Medicare / Medicaid 
4.) Abortion
5.) Torture
Thank you, Mindy
@RWPUSA @RWPMinnesota @RWPMinnesota","10","38","69","1525213385000","3:23 PM - 1 May 2018","/maydaymindy9/status/991442912838934528","null"
"1556485398-7418","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@marcuschown","Marcus Chown","""Gun crime out of control. Police massively cut. No connection."" Just writing Theresa May's speech for tomorrow.","4","41","54","1525716428000","11:07 AM - 7 May 2018","/marcuschown/status/993552827984343041","null"
"1556485398-7594","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@PatrickSvitek","Patrick Svitek",".@TedCruz says gun control advocates have ""conscripted two national banks (Bank of America and Citigroup) to cut off anyone who doesn't comply with their anti-gun left-wing agenda."" To those put off by that, Cruz adds, ""let me invite you: Come to Texas."" #NRAAM2018","4","34","36","1525468598000","2:16 PM - 4 May 2018","/PatrickSvitek/status/992513353972113408","null"
"1556485398-7437","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@WashTimes","The Washington Times","Bold Illinois ‘sanctuary’ counties buck state on gun control  - https://go.shr.lc/2FT9Cp4  - @washtimes","","5","9","1525688719000","3:25 AM - 7 May 2018","/WashTimes/status/993436609692471296","null"
"1556485398-7412","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@SaMarinaflo","Marisa","How do you teach a 4 yr old to ”control their emotions”?Their brains aren’t equipped for that (or logical thinking) at that stage of development, which is why they often throw tantrums cause they CAN’T control their emotions and they get frustrated. And you wanna give them a gun?","1","1","101","1525724638000","1:23 PM - 7 May 2018","/SaMarinaflo/status/993587264256135169","null"
"1556485398-7420","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@APgun_sketch","Assault Paper","#GunControl comes from people without guns who want people with guns to punish gun owners for having guns bc the guns are out of control.

I tried to wrap my mind around it, but to do so requires that I become a leftist and hate myself for being me.

#LooneyTunesLeftism pic.twitter.com/pCRHNtf4aL","5","15","25","1525716069000","11:01 AM - 7 May 2018","/APgun_sketch/status/993551321805524992","null"
"1556485398-7778","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@foggybreeze","everything is not awesome","Not getting dragged into the black hole of whcd. These ppl are warped and I refuse to give space to their twisted values. Let's move on to some real issues like DACA, gun control and elections 2018 (oh yea and our democracy dying a slow death).","","","1","1525133819000","5:16 PM - 30 Apr 2018","/foggybreeze/status/991109189375275010","null"
"1556485398-7624","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@RevDrBarber","Rev. Dr. Barber","Yesterday @POTUS claimed to love prayer while some religious leaders played court chaplain, despite his unjust policies. Today he goes to speak at NRA & bless the very group that is fighting gun control & banning assault weapons ban.","24","448","1.3K","1525445693000","7:54 AM - 4 May 2018","/RevDrBarber/status/992417286412734464","null"
"1556485398-7400","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@nypost","New York Post","David Hogg is postponing college to push gun control https://nyp.st/2KHUOgN pic.twitter.com/92FPRNqkj0","141","26","107","1525740963000","5:56 PM - 7 May 2018","/nypost/status/993655737564966913","null"
"1556485398-7342","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Patriot261","Patriot26","5 IL Counties Declare Themselves 'Sanctuary Counties' for Gun Owners

“‘Sanctuary county’ indicates employees of that respective county will be instructed to ignore gun control laws rather than enforce them”

#WednesdayWisdom #2A #ShallNotBeInfringedhttp://bit.ly/2K5LSAQ","7","97","149","1525864428000","4:13 AM - 9 May 2018","/Patriot261/status/994173585836199941","null"
"1556485398-7449","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@knecht_katie","katie","a list of things that make u really cute and quirky: 
- acknowledging basic human rights
- understanding the lgbtq+ community & supporting them
- supporting miniorities & immigrants 
- calling for gun control 
- speaking up for what you believe in 
- voting 
just some suggestions","","5","26","1525658683000","7:04 PM - 6 May 2018","/knecht_katie/status/993310628654796801","null"
"1556485398-7721","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@darksecretplace","Bryan Suits (Not California Compliant)","To be clear, I don't like students #WalkingOut for ""common sense gun control,"" and I don't like students #WalkingOut for the 2nd Amendment.
The best way to support the Constitution is to learn about the Constitution.","12","43","220","1525283837000","10:57 AM - 2 May 2018","/darksecretplace/status/991738411496034304","null"
"1556485398-7471","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@theblaze","TheBlaze","Dallas restaurant receives death threats for placing gun control message on receipts http://bit.ly/2FMkc17","24","12","15","1525626025000","10:00 AM - 6 May 2018","/theblaze/status/993173649732653063","null"
"1556485398-7749","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Texas_Boy_FCS1","F.C.S.   🇺🇸 🇺🇸 🇺🇸","Finally, a gun control measure I can completely support!  pic.twitter.com/Nqg9gWLFWJ","34","244","449","1525217804000","4:36 PM - 1 May 2018","/Texas_Boy_FCS1/status/991461447346671616","null"
"1556485398-7457","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@chicksonright","Chicks On The Right","But but but...I thought there was common sense gun control there.  Halp? https://twitter.com/KTHopkins/status/993234518789296128 …","3","6","50","1525645029000","3:17 PM - 6 May 2018","/chicksonright/status/993253361402118149","null"
"1556485398-7556","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@BigFatDave","less fat Dave","Why don't you come and take mine, Kevin?

Seriously. Come and take it. I dare you.

Warning, the barrel will be hot, and that shiny thing under it is sharp.

#GunSense = #GunControl + nonsense

No more compromise with gun grabbing scum. https://twitter.com/KevinSc86173352/status/992251829080670208 …","","9","15","1525511262000","2:07 AM - 5 May 2018","/BigFatDave/status/992692299673944064","null"
"1556485398-7748","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@OurRev305","OurRev305 #ElectTheBern","YUGE congrats to Javier Fernandez @Javier4Florida, Miami-Dade’s newest State Representative. Javier pledged to protect public school funding & be strong on gun control. #OurRev305 #Miami  #HD114 #ElectionResults #ElectionDay #NeverAgain #GunControl #Gunsense #Educationpic.twitter.com/ittI9k4Rk0","5","16","20","1525219903000","5:11 PM - 1 May 2018","/OurRev305/status/991470253929631751","null"
"1556485398-7316","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@RepHastingsFL","Alcee L. Hastings","I just led a letter with the Democratic Florida Delegation to the Florida State Legislature advising them to repeal the firearm preemption law so that local communities can implement sensible gun control measures. pic.twitter.com/lNzjTWNHOu","4","8","24","1525893967000","12:26 PM - 9 May 2018","/RepHastingsFL/status/994297480153108480","null"
"1556485398-7703","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@scrowder","Steven Crowder","Wonderful => Dick's Sporting Goods Hired Gun Lobbyists to Push for Gun Control https://www.louderwithcrowder.com/dicks-sporting-goods-gun-lobbyists/ … pic.twitter.com/wqKD1zt9fK","101","131","368","1525302000000","4:00 PM - 2 May 2018","/scrowder/status/991814593876934657","null"
"1556485398-7583","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@cleflore23","UR a Smart Ass, Carl","Oh shut up kid, no one is scared of you.  The #NRA membership has grown since your little movement started. 

The media has all but forgotten about you. #2A #GunSense #guncontrol https://twitter.com/davidhogg111/status/992537656956420097 …","9","11","49","1525477882000","4:51 PM - 4 May 2018","/cleflore23/status/992552295652102144","null"
"1556485398-7442","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@RealSaavedra","Ryan Saavedra","Multiple rural Illinois counties have passed resolutions establishing a so-called “sanctuary” for gun owners in a bid to thwart the state legislature’s efforts to enact stricter gun control. http://www.foxnews.com/politics/2018/05/07/illinois-counties-form-sanctuaries-for-gun-owners-to-thwart-states-push-for-gun-control.html …","2","76","150","1525674696000","11:31 PM - 6 May 2018","/RealSaavedra/status/993377792229232640","null"
"1556485398-7358","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@MCGAMELIA","daphne blake","yes rihanna looked good but did she sharpie ‘gun control’ on her stomach","","4","33","1525816170000","2:49 PM - 8 May 2018","/MCGAMELIA/status/993971175935172608","null"
"1556485398-7377","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@edgalvan09","Edgar Galvan","""Guns are treated better than victims"" #ThisIsAmerica #ChildishGambino #GunControl #GunReformNow #Masterpiecepic.twitter.com/EhT2zsgfoS","3","60","230","1525788350000","7:05 AM - 8 May 2018","/edgalvan09/status/993854491517648897","null"
"1556485398-7452","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Chan_the_world","Channnn","So people are always arguing a debating about problems we have as a nation. Gun control, Abortion, Immigration, Health Care...etc.  Dear Congress and government, When are we going to come up with some solutions? I’m waiting... pic.twitter.com/Hw7JiZFtYI","21","18","69","1525650719000","4:51 PM - 6 May 2018","/Chan_the_world/status/993277226790637568","null"
"1556485398-7283","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@ChangeTheRef","Change the Ref","What if Joaquin shows us the way! Visit http://ChangeTheRef.org  to Donate Now.
-
#joaquinsvoice #changetheref #msdstrong #notonemore #neveragain #guncontrol #gunreform #thiscanbethenewnormal #parklandstrong #keepourkidssafe #weneedchange #stopthevoilence #support #whatifpic.twitter.com/LA2MkIsTtS","48","468","1.4K","1525899628000","2:00 PM - 9 May 2018","/ChangeTheRef/status/994321225571885056","null"
"1556485398-7770","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@chadfelixg","Chad Felix Greene","But that isn't true John. The NRA supports many gun control measures and offers education and training for gun safety.

Guns are a tool used in self defense. They provide personal empowerment. But you have to feel confident and knowledgable. That's all the NRA does. They inform. https://twitter.com/johnlegend/status/990042975714525184 …","3","21","83","1525180872000","6:21 AM - 1 May 2018","/chadfelixg/status/991306543793623041","null"
"1556485398-7638","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@BattleBornThom","Battle Born","Let’s talk REAL GUN CONTROL! The NAZI’s used gun control and then gas control! 

This is REAL history Liberals! This is what you want and it will Happen again if you allow government to take your freedoms and rights away! 

Stop being brainwashed communist and learn REAL HISTORY pic.twitter.com/9RD6LiZ9sq","13","105","106","1525433767000","4:36 AM - 4 May 2018","/BattleBornThom/status/992367262353928194","null"
"1556485398-7584","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@TomFitton","Tom Fitton","Hey, the @NRA has it right: Gun control won't do much to save lives. Broward County docs rooted out by @JudicialWatch further show how immediate ARMED response to active shooter by law enforcement and civilians will save lives. https://www.judicialwatch.org/press-room/press-releases/judicial-watch-broward-county-sheriffs-office-training-materials-say-first-one-two-officers-scene-confront-shooter/ …pic.twitter.com/ISp2klHaYa","22","386","996","1525475700000","4:15 PM - 4 May 2018","/TomFitton/status/992543142573461504","null"
"1556485398-7332","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@ChrisTaylor1uk","Chris Taylor","The same 'most civilized' nation in the world that doesn't believe in universal healthcare (even for children), women's reproductive rights, trans rights, gun control, banning capital punishment,...","2","3","16","1525886786000","10:26 AM - 9 May 2018","/ChrisTaylor1uk/status/994267360864473088","null"
"1556485398-7551","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@NPRinskeep","Steve Inskeep","In Trump’s case, he supports the NRA interpretation of the 2nd Amendment for sure - but he could also (briefly) favor taking guns before due process, because he most of all favors strength, as he puts it - or as a critic might say, is fearful of not being personally in control.","9","13","101","1525527927000","6:45 AM - 5 May 2018","/NPRinskeep/status/992762198601723904","null"
"1556485398-7312","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Aszeria","Alli","I’d have an easier time buying a gun than I am trying to get a birth control refill","1","","14","1525896316000","1:05 PM - 9 May 2018","/Aszeria/status/994307332698968066","null"
"1556485398-7497","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@TheAlanvargas","Alan Vargas","Fear is the only thing republicans and nra will always use to hide from the from gun debate even though we should not be debating while my and the Thousands of other students lives are at risk.

#guncontrol #GunReformNow #BoycottNRA #EnoughIsEnough","","9","15","1525584004000","10:20 PM - 5 May 2018","/TheAlanvargas/status/992997401076973575","null"
"1556485398-7744","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@bulldoghill","Linda Hill","A Gallup poll conducted in March found that nearly three-fourths of U.S. teachers do not want to carry guns in schools. They overwhelmingly favor gun control over security steps meant to “harden” schools. https://chicago.suntimes.com/working/31bullets-campaign-end-gun-violence/ …","3","13","21","1525225190000","6:39 PM - 1 May 2018","/bulldoghill/status/991492428619223041","null"
"1556485398-7436","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Guntalk","Tom Gresham","The left is revved up about gun control - but it may not significantly help Dems in key midterm races https://fxn.ws/2JkMKlt  #FoxNews","","4","25","1525690336000","3:52 AM - 7 May 2018","/Guntalk/status/993443390225371136","null"
"1556485398-7582","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Tactical_review","Tactical-reviews.com","Straight up misleading, but than again, that is standard for the #gunsense and #GunControl folks.
#LiberalLogic #nra @nrapic.twitter.com/4rZkVxfNB4","14","14","52","1525479180000","5:13 PM - 4 May 2018","/Tactical_review/status/992557738474590209","null"
"1556485398-7633","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@schotts","schotts  🇺🇸 🇺🇸 🇺🇸","Every sporting goods company that respects the #2A should stop doing business with @DICKS after they hired lobbyists to support gun control
http://concealednation.org/2018/05/springfield-armory-completely-cuts-off-dicks/ … 

#gunsense #FridayFeeling #FlashbackFriday #MayTheFourth","3","23","46","1525437569000","5:39 AM - 4 May 2018","/schotts/status/992383209504694274","null"
"1556485398-7325","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@SpockResists","Mr. Spock  🖖","Seriously. His base are threatening liberals with guns if tRump is impeached. This proves that they do not care if he is a crook. It's a very bizarre fanatic situation. They must have a total lack of respect for themselves to have respect for that man.

Take control of the House.","4","18","37","1525902734000","2:52 PM - 9 May 2018","/SpockResists/status/994334251586916352","null"
"1556485398-7553","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@mrspc48","Patti Capello","You were prob saying something sensible about gun control and so, of course, you're a target","4","43","2.6K","1525524161000","5:42 AM - 5 May 2018","/mrspc48/status/992746402991235077","null"
"1556485398-7569","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Eduardo4Action","Eduardo #FamiliesBelongTogether","For too many children in America, gun violence is a daily reality in their schools and communities. We need #GunControl","1","5","16","1525490402000","8:20 PM - 4 May 2018","/Eduardo4Action/status/992604808271093760","null"
"1556485398-7335","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@MarisaKabas","marisa kabas","Murphy is slaying the progressive game. Laws for gun safety, expanded birth control access, pay equity, automatic voter registration, and now this. All in his first 5 months on the job. https://twitter.com/maketheroadny/status/994225687266516992 …","2","3","25","1525878714000","8:11 AM - 9 May 2018","/MarisaKabas/status/994233507412172800","null"
"1556485398-7643","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@NotTodayNRA","NotTodayNRA","Thank you, @RepSwalwell.

We need massive reform in America, and not just for gun control.

Let’s get dark money out of our politics and Russia out of our elections, too.

#NeverAgainhttps://twitter.com/thedemcoalition/status/992128991564910592 …","1","11","26","1525426197000","2:29 AM - 4 May 2018","/NotTodayNRA/status/992335513737547779","null"
"1556485398-7673","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@TZZToday","Terese Zimmerman","He voted against the BRADY Bill 5 times! To all the ""gun control"" bernists... Bernie didn't want Gun control... get it ? https://twitter.com/mrdane1982/status/992105122036625408 …","1","23","52","1525371994000","11:26 AM - 3 May 2018","/TZZToday/status/992108169894744065","null"
"1556485398-7560","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@PeconicLady","Jibralta the Deep State Witch 💃 🌊 🍾","FACT: @BernieSanders is the ONLY nonGOP senator to VOTE AGAINST the Russia Sanctions TWICE, #KompromatSanders also VOTED AGAINST the Magnitsky Act, honeymooned in USSR, has A rating by NRA, voted AGAINST Brady Gun Control bill AFTER POTUS Reagan was shot. Sanders is #PutinsLapDog","9","18","32","1525500580000","11:09 PM - 4 May 2018","/PeconicLady/status/992647498874347522","null"
"1556485398-7463","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@TomPerez","Tom Perez","Democrats are fighting for common-sense gun control, LGBTQ civil rights and the next generation of changemakers — in 2018, 2020 and beyond we are headed to the polls to make sure our values are represented at the ballot box. Go to http://IWillVote.com  and join the movement.pic.twitter.com/lJv5bxwDNQ","54","148","378","1525642200000","2:30 PM - 6 May 2018","/TomPerez/status/993241494067834881","null"
"1556485398-7591","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@ericbeetner","Eric Beetner","As the NRA meets to find new ways to sell more guns, make a statement that you think we could use fewer of them
All proceeds from Unloaded go to gun control nonprofit
All the stories are thrilling & unexpected
All the writers are taking a stand
https://www.amazon.com/Unloaded-Crime-Writers-Writing-Without/dp/1946502596/ref=sr_1_1?s=books&ie=UTF8&qid=1525469808&sr=1-1&keywords=unloaded+vol+2 …
#USAoverNRA","1","20","26","1525471288000","3:01 PM - 4 May 2018","/ericbeetner/status/992524635945160705","null"
"1556485398-7482","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@DailyCaller","The Daily Caller","Protesters Champion Gun Rights, Gun Control Outside NRA Conference https://trib.al/On4KyiR pic.twitter.com/Kui4gVJRHb","6","6","14","1525615620000","7:07 AM - 6 May 2018","/DailyCaller/status/993130011241705472","null"
"1556485398-7495","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Independent","The Independent","Editorial: Donald Trump was wrong – knife crime in London has nothing to do with the case against gun control https://www.independent.co.uk/voices/editorials/donald-trump-knife-crime-gun-control-london-hospital-war-zone-a8337966.html?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#link_time=1525562287 …pic.twitter.com/XQ3FykCcW4","10","25","48","1525589344000","11:49 PM - 5 May 2018","/Independent/status/993019799604166656","null"
"1556485398-7461","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@Atrios","Atrios","hard to imagine things are *worse* now (they certainly can be!) but when black panthers started open carrying reagan passed gun control laws. now they'd just be executed on the streets","2","15","58","1525642374000","2:32 PM - 6 May 2018","/Atrios/status/993242225898377216","null"
"1556485398-7390","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@cleflore23","UR a Smart Ass, Carl","Weapons of war #gunsense #2A #GunControl #GunControlNowpic.twitter.com/Y7LdMGeyRu","14","8","118","1525754934000","9:48 PM - 7 May 2018","/cleflore23/status/993714335015981056","null"
"1556485398-7761","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@david4florida","David Richardson","Thank you to State Rep @CarlosGSmith for endorsing my campaign for #FL27. Gun control, criminal justice reform, Medicare for all—we've worked together on countless #progressive issues in Tallahassee. I'm proud to have his support while I do the same in DC.pic.twitter.com/q01XfwJllM","2","6","20","1525191036000","9:10 AM - 1 May 2018","/david4florida/status/991349174783434753","null"
"1556485398-7762","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@pinkheretic","🇦🇺 Pink Heretic","What if we tell the GOP that birth control is like a tiny little gun that protects our uterus? #humanistpic.twitter.com/2EZZOx6XmP","2","10","28","1525191012000","9:10 AM - 1 May 2018","/pinkheretic/status/991349075814551555","null"
"1556485398-7428","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@politico","POLITICO","Sen. Chris Murphy, a potential contender in the 2020 presidential race, is one of several lesser known Democrats on the front lines of the youth-led gun control movement https://politi.co/2rrTFBd pic.twitter.com/Ge5eFNvBD6","13","54","185","1525707203000","8:33 AM - 7 May 2018","/politico/status/993514135114657793","null"
"1556485398-7468","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@FDRLST","The Federalist","Dick's Sporting Goods Just Hired A Bunch Of Gun Control Lobbyists http://fdrl.st/9yi","38","75","52","1525630620000","11:17 AM - 6 May 2018","/FDRLST/status/993192925768056832","null"
"1556485398-7722","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@OlicityDreams","Oh Frack! precious cargo.","Literally sunshine in her eyes. @EmilyBett for #TheBangBang #guncontrol pic.twitter.com/1s60d4qRlg","","20","66","1525281982000","10:26 AM - 2 May 2018","/OlicityDreams/status/991730628897988610","null"
"1556485398-7565","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@NRABoycott","NRA & Fox News Boycott","Ellen's in Dallas is donating a portion of proceeds to gun control this week. Angry NRA supporters are posting 1-star reviews on their Yelp page, all using the same receipt photo posted by the NRA. Please go to Yelp and report those reviews for false info. https://www.yelp.com/biz/ellens-dallas-4 …pic.twitter.com/Aq3baEZ7FL","7","38","63","1525493684000","9:14 PM - 4 May 2018","/NRABoycott/status/992618572680781825","null"
"1556485398-7768","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@shannonrwatts","Shannon Watts","Today is the day, Florida! 

“The state chamber that refused to even debate gun control after the mass shooting at Marjory Stoneman Douglas High School in Parkland, Florida, has two seats up for grabs on May 1.” #flapolhttps://www.teenvogue.com/story/florida-special-elections-may-1-districts-114-39 …","8","413","608","1525185700000","7:41 AM - 1 May 2018","/shannonrwatts/status/991326792735576066","null"
"1556485398-7710","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@realDailyWire","The Daily Wire","POLL: Support For Increased Gun Control Measures Is Already On The Decline http://bit.ly/2JPsyHF","7","46","142","1525298769000","3:06 PM - 2 May 2018","/realDailyWire/status/991801040528924672","null"
"1556485398-7372","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@bobcesca_go","Bob Cesca","DANA LOESCH: Gun control people hate that Ollie North is the new NRA prez!
ME: I don't give a rat's ass.
DANA: See? You care!
MINION: He's stalking you! Sick burn!
ME: I still don't care.
MINION: Which proves you care!
ME: (walks away because NRA people don't understand words)","14","30","249","1525796052000","9:14 AM - 8 May 2018","/bobcesca_go/status/993886798295261184","null"
"1556485398-7378","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@AP4Liberty","Austin Petersen","""You don't even have to speak with him,"" because if you did, you'd realize he's to the left of the Obama administration on Gun Control. pic.twitter.com/eV0941Fz5T","2","9","57","1525784132000","5:55 AM - 8 May 2018","/AP4Liberty/status/993836798978740224","null"
"1556485398-7296","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-05-01%20until%3A2018-05-10&src=typd&lang=en","@milfadelphia","lyss","arguing with my brother about gun control n this dumbass has the nerve to say

‘i know a shit ton about guns i’ve played video games my whole life’

fuckin nerd","","1","19","1525904694000","3:24 PM - 9 May 2018","/milfadelphia/status/994342474784141312","null"
